id,county,state,total population,black american population,percent of total population
21197,Powell County,Kentucky,12359,137,0.011085039
21199,Pulaski County,Kentucky,64979,795,0.012234722
21201,Robertson County,Kentucky,2108,24,0.011385199
21203,Rockcastle County,Kentucky,16695,81,0.004851752
21205,Rowan County,Kentucky,24460,436,0.01782502
21207,Russell County,Kentucky,17923,163,0.00909446
21209,Scott County,Kentucky,57004,3136,0.055013683
21211,Shelby County,Kentucky,49024,3575,0.072923466
21213,Simpson County,Kentucky,18572,1778,0.095735516
21215,Spencer County,Kentucky,19351,355,0.018345305
21217,Taylor County,Kentucky,25769,1355,0.05258256
21219,Todd County,Kentucky,12294,990,0.080527086
21221,Trigg County,Kentucky,14651,1013,0.069142038
21223,Trimble County,Kentucky,8471,69,0.008145437
21225,Union County,Kentucky,14381,1892,0.131562478
21227,Warren County,Kentucky,132896,12950,0.097444618
21229,Washington County,Kentucky,12095,669,0.055312112
21231,Wayne County,Kentucky,20333,397,0.01952491
21233,Webster County,Kentucky,12942,527,0.040720136
21235,Whitley County,Kentucky,36264,338,0.009320538
21237,Wolfe County,Kentucky,7157,27,0.00377253
21239,Woodford County,Kentucky,26734,1338,0.050048627
22001,Acadia Parish,Louisiana,62045,11143,0.179595455
22003,Allen Parish,Louisiana,25627,5809,0.226674991
22005,Ascension Parish,Louisiana,126604,30334,0.239597485
22007,Assumption Parish,Louisiana,21891,6477,0.295875017
22009,Avoyelles Parish,Louisiana,40144,11966,0.298076923
22011,Beauregard Parish,Louisiana,37497,4528,0.120756327
22013,Bienville Parish,Louisiana,13241,5509,0.416056189
22015,Bossier Parish,Louisiana,127039,29370,0.231188848
22017,Caddo Parish,Louisiana,240204,119987,0.49952124
22019,Calcasieu Parish,Louisiana,203436,52539,0.258258125
22021,Caldwell Parish,Louisiana,9918,1595,0.160818713
22023,Cameron Parish,Louisiana,6973,276,0.039581242
22025,Catahoula Parish,Louisiana,9494,2913,0.306825363
22027,Claiborne Parish,Louisiana,15670,8121,0.518251436
22029,Concordia Parish,Louisiana,19259,7665,0.397995742
22031,De Soto Parish,Louisiana,27463,9786,0.356333977
22033,East Baton Rouge Parish,Louisiana,440059,207488,0.471500412
22035,East Carroll Parish,Louisiana,6861,4718,0.687654861
22037,East Feliciana Parish,Louisiana,19135,8171,0.427018552
22039,Evangeline Parish,Louisiana,33395,9418,0.282018266
22041,Franklin Parish,Louisiana,20015,6427,0.321109168
22043,Grant Parish,Louisiana,22389,3448,0.154004198
22045,Iberia Parish,Louisiana,69830,22893,0.327839038
22047,Iberville Parish,Louisiana,32511,15744,0.484266864
22049,Jackson Parish,Louisiana,15744,4457,0.283091972
22051,Jefferson Parish,Louisiana,432493,122490,0.283218457
22053,Jefferson Davis Parish,Louisiana,31368,5165,0.16465825
22055,Lafayette Parish,Louisiana,244390,65646,0.268611645
22057,Lafourche Parish,Louisiana,97614,13194,0.135165038
22059,LaSalle Parish,Louisiana,14892,1796,0.120601665
22061,Lincoln Parish,Louisiana,46742,19027,0.40706431
22063,Livingston Parish,Louisiana,140789,9997,0.071006968
22065,Madison Parish,Louisiana,10951,6854,0.625878915
22067,Morehouse Parish,Louisiana,24874,11916,0.479054434
22069,Natchitoches Parish,Louisiana,38158,15768,0.413229205
22071,Orleans Parish,Louisiana,390144,234446,0.600921711
22073,Ouachita Parish,Louisiana,153279,57764,0.376855277
22075,Plaquemines Parish,Louisiana,23197,4944,0.213131008
22077,Pointe Coupee Parish,Louisiana,21730,7715,0.355039116
22079,Rapides Parish,Louisiana,129648,41460,0.319788967
22081,Red River Parish,Louisiana,8442,3350,0.396825397
22083,Richland Parish,Louisiana,20122,7167,0.356177318
22085,Sabine Parish,Louisiana,23884,4008,0.167811087
22087,St. Bernard Parish,Louisiana,47244,11352,0.240284481
22089,St. Charles Parish,Louisiana,53100,14053,0.264651601
22091,St. Helena Parish,Louisiana,10132,5270,0.520134228
22093,St. James Parish,Louisiana,21096,10286,0.487580584
22095,St. John the Baptist Parish,Louisiana,42837,25004,0.583701006
22097,St. Landry Parish,Louisiana,82124,34112,0.415371877
22099,St. Martin Parish,Louisiana,53431,16025,0.299919522
22101,St. Mary Parish,Louisiana,49348,15727,0.318695793
22103,St. Tammany Parish,Louisiana,260419,33126,0.1272027
22105,Tangipahoa Parish,Louisiana,134758,40928,0.303714807
22107,Tensas Parish,Louisiana,4334,2360,0.544531611
22109,Terrebonne Parish,Louisiana,110461,21235,0.192239795
22111,Union Parish,Louisiana,22108,5534,0.250316627
22113,Vermilion Parish,Louisiana,59511,8518,0.143133202
22115,Vernon Parish,Louisiana,47429,6950,0.14653482
22117,Washington Parish,Louisiana,46194,14046,0.304065463
22119,Webster Parish,Louisiana,38340,13166,0.343401148
22121,West Baton Rouge Parish,Louisiana,26465,10562,0.399093142
22123,West Carroll Parish,Louisiana,10830,1765,0.162973223
22125,West Feliciana Parish,Louisiana,15568,6902,0.443345324
22127,Winn Parish,Louisiana,13904,4323,0.310917722
23001,Androscoggin County,Maine,108277,4872,0.044995705
23003,Aroostook County,Maine,67055,796,0.011870852
23005,Cumberland County,Maine,295003,9451,0.032036962
23007,Franklin County,Maine,30199,167,0.005529984
23009,Hancock County,Maine,54987,567,0.010311528
23011,Kennebec County,Maine,122302,991,0.008102893
23013,Knox County,Maine,39772,333,0.008372725
23015,Lincoln County,Maine,34634,221,0.006381013
23017,Oxford County,Maine,57975,402,0.006934023
23019,Penobscot County,Maine,152148,1493,0.009812814
23021,Piscataquis County,Maine,16785,104,0.006196008
23023,Sagadahoc County,Maine,35856,331,0.00923137
23025,Somerset County,Maine,50484,323,0.006398067
23027,Waldo County,Maine,39715,242,0.006093416
23029,Washington County,Maine,31379,222,0.007074795
23031,York County,Maine,207641,2176,0.010479626
24001,Allegany County,Maryland,70416,5818,0.082623267
24003,Anne Arundel County,Maryland,579234,105924,0.1828691
24005,Baltimore County,Maryland,827370,250909,0.303260935
24009,Calvert County,Maryland,92525,12286,0.132785734
24011,Caroline County,Maryland,33406,4717,0.141202179
24013,Carroll County,Maryland,168447,6597,0.039163654
24015,Cecil County,Maryland,102855,7501,0.072927908
24017,Charles County,Maryland,163257,81764,0.50082998
24019,Dorchester County,Maryland,31929,9266,0.290206395
24021,Frederick County,Maryland,259547,27675,0.106628087
24023,Garrett County,Maryland,29014,322,0.011098091
24025,Harford County,Maryland,255441,37898,0.148363027
24027,Howard County,Maryland,325690,66413,0.203914766
24029,Kent County,Maryland,19422,2893,0.148954794
24031,Montgomery County,Maryland,1050688,211547,0.201341407
24033,Prince George's County,Maryland,909327,585313,0.643677137
24035,Queen Anne's County,Maryland,50381,3194,0.063396916
24037,St. Mary's County,Maryland,113510,16869,0.148612457
24039,Somerset County,Maryland,25616,10634,0.415131168
24041,Talbot County,Maryland,37181,4758,0.127968586
24043,Washington County,Maryland,151049,18921,0.125263987
24045,Wicomico County,Maryland,103609,28336,0.273489755
24047,Worcester County,Maryland,52276,6813,0.130327493
24510,Baltimore city,Maryland,593490,372277,0.627267519
25001,Barnstable County,Massachusetts,212990,7365,0.034579088
25003,Berkshire County,Massachusetts,124944,4524,0.036208221
25005,Bristol County,Massachusetts,565217,34440,0.06093235
25007,Dukes County,Massachusetts,17332,817,0.047138241
25009,Essex County,Massachusetts,789034,56370,0.071441788
25011,Franklin County,Massachusetts,70180,1144,0.01630094
25013,Hampden County,Massachusetts,466372,50765,0.108850874
25015,Hampshire County,Massachusetts,160830,5542,0.034458745
25017,Middlesex County,Massachusetts,1611699,95603,0.059318148
25019,Nantucket County,Massachusetts,11399,1284,0.11264146
25021,Norfolk County,Massachusetts,706775,56842,0.080424463
25023,Plymouth County,Massachusetts,521202,61019,0.117073611
25025,Suffolk County,Massachusetts,803907,195607,0.243320434
25027,Worcester County,Massachusetts,830622,50580,0.060894125
26001,Alcona County,Michigan,10405,57,0.005478136
26003,Alger County,Michigan,9108,665,0.073012736
26005,Allegan County,Michigan,118081,1834,0.015531711
26007,Alpena County,Michigan,28405,155,0.005456786
26009,Antrim County,Michigan,23324,90,0.003858686
26011,Arenac County,Michigan,14883,72,0.004837734
26013,Baraga County,Michigan,8209,653,0.079546839
26015,Barry County,Michigan,61550,403,0.006547522
26017,Bay County,Michigan,103126,1891,0.018336792
26019,Benzie County,Michigan,17766,122,0.006867049
26021,Berrien County,Michigan,153401,22721,0.148115071
26023,Branch County,Michigan,43517,1027,0.023599972
26025,Calhoun County,Michigan,134159,15033,0.112053608
26027,Cass County,Michigan,51787,2691,0.051962848
26029,Charlevoix County,Michigan,26143,125,0.004781395
26031,Cheboygan County,Michigan,25276,189,0.007477449
26033,Chippewa County,Michigan,37349,2603,0.069693968
26035,Clare County,Michigan,30950,236,0.007625202
26037,Clinton County,Michigan,79595,1705,0.021420944
26039,Crawford County,Michigan,14029,125,0.008910115
26041,Delta County,Michigan,35784,143,0.003996199
26043,Dickinson County,Michigan,25239,137,0.005428107
26045,Eaton County,Michigan,110268,7924,0.071861283
26047,Emmet County,Michigan,33415,250,0.00748167
26049,Genesee County,Michigan,405813,82328,0.202871766
